lsoa_code,lsoa_name,borough,imd_score,imd_quintile,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,status,data_source,population_density,ptal_score,ptal_category,accessibility_index,road_density_km_per_sqkm,building_density,gvi_z,imd_z,pop_density_z,ptal_z,road_density_z,building_density_z,log_pop_density,log_building_density,pop_density_tertile,pop_density_cat,ptal_cat_simple,building_density_tertile,building_density_cat
E01000901,NA,Camden,30.351,Q4,80,16.7,16.7,10,1.6999999999999993,31.7,11.7,21.7,completed,measured,18629.5,5,Very Good,21.7363811934,7.1029143312553,20.17647615,0.010675206064654597,0.5723969096557884,0.7187651650027345,0.6462057355992847,-1.0084505048004417,-0.9293978231588712,9.832555301668126,3.052890950032794,3,High,Good,1,Low
E01000902,NA,Camden,36.241,Q5_Most,80,12.47,12.47,10,-2.53,27.47,7.470000000000001,17.47,completed,measured,16813.3,4,Good,16.1883300194,10.4643270721712,27.98422706,-0.39839787445559693,1.1413280323293489,0.43691027963125406,0.0016546181840391264,-0.6218095458109277,-0.1117517988805927,9.729984993810366,3.3667517875394575,3,High,Moderate,2,Medium
E01000903,NA,Camden,18.925,Q3,80,14.27,14.27,10,-0.7300000000000004,29.27,9.27,19.27,completed,measured,13846.9,3,Moderate,13.4931266928,15.6788579603273,29.51391227,-0.22432422317038356,-0.5312715126987281,-0.02344338844823004,-0.6428964992312065,-0.022016726935680762,0.04844043122140269,9.535888875570585,3.4181827196131405,2,Medium,Moderate,2,Medium
E01000904,NA,Camden,24.584,Q4,80,13.87,13.87,10,-1.1300000000000008,28.87,8.87,18.87,completed,measured,17716.7,6,Excellent,28.8380910482,0.5481980322916999,35.19974549,-0.2630072567893199,0.015346691581353131,0.5771083324033033,1.2907568530145304,-1.7623959411603183,0.6438742482874702,9.782319418895003,3.589052088144027,3,High,Good,3,High
E01000905,NA,Camden,38.075,Q5_Most,80,11.38,11.38,10,-3.619999999999999,26.380000000000003,6.380000000000001,16.380000000000003,completed,measured,21765.4,5,Very Good,21.3317149172,8.5861642109541,37.26226083,-0.5038091410671984,1.3184790813927296,1.2054234267781037,0.6462057355992847,-0.8378421326338136,0.8598657018063127,9.988122775372823,3.644464053484272,3,High,Good,3,High
E01000906,NA,Camden,10.421,Q1_Least,80,12.64,12.64,10,-2.359999999999999,27.64,7.640000000000001,17.64,completed,measured,10501.5,4,Good,17.3255253198,28.4112810229595,18.28039224,-0.38195758516754896,-1.3526960062837807,-0.5426138176530257,0.0016546181840391264,1.4425092455145108,-1.1279601861978723,9.259368603043537,2.9590886333737956,1,Low,Moderate,1,Low
E01000907,NA,Camden,33.796,Q5_Most,80,21.92,21.92,10,6.920000000000002,36.92,16.92,26.92,completed,measured,13834,4,Good,16.5436220746,6.7332493616527005,46.02076693,0.5154887947917739,0.9051588311516146,-0.025445330977297318,0.0016546181840391264,-1.0509706085092874,1.777077043949661,9.534956892221027,3.8505893536977482,2,Medium,Moderate,3,High
E01000908,NA,Camden,27.211,Q4,80,30.7,30.7,10,15.7,45.7,25.7,35.7,completed,measured,8702.9,2,Poor,7.3381567876,12.208198063333,40.2858414,1.364581382727426,0.2690957678569801,-0.8217373705817476,-1.2874476166464521,-0.4212236599511993,1.1765021648086336,9.071526480059136,3.7205196179451128,1,Low,Poor,3,High
E01000909,NA,Camden,11.771,Q2,80,46.18,46.18,10,31.18,61.18,41.18,51.18,completed,measured,6776,2,Poor,7.72992942106,8.8552056163598,28.96189853,2.861614783780262,-1.2222958338543566,-1.1207717162608057,-1.2874476166464521,-0.8068960885114239,-0.009367744918015546,8.821289805136113,3.3999265254663995,1,Low,Poor,2,Medium
E01000910,NA,Camden,9.73,Q1_Least,80,29.85,29.85,10,14.85,44.85,24.85,34.85,completed,measured,10291.9,4,Good,17.7521500222,13.4533549533352,26.26990833,1.2823799362871866,-1.419441576023582,-0.5751415040167865,0.0016546181840391264,-0.2780015414107447,-0.2912792851039316,9.239209616138842,3.305783835282357,1,Low,Moderate,2,Medium
E01000911,NA,Camden,16.959,Q2,80,17.06,17.06,10,2.0599999999999987,32.06,12.06,22.06,completed,measured,16322.4,5,Very Good,20.6264624208,6.9808608668705,29.55472786,0.04548993632169723,-0.7211728008440966,0.36072783098635836,0.6462057355992847,-1.0224895033272559,0.05271473572685638,9.700354940153057,3.4195194317452775,3,High,Good,2,Medium
E01000913,NA,Camden,9.279,Q1_Least,80,47.1,47.1,10,32.1,62.1,42.1,52.1,completed,measured,991.3,1.5,Very Poor,3.98669259513,5.398692333092,11.85260774,2.9505857611038158,-1.4630048928870414,-2.0184955106713343,-1.609723175354075,-1.2044758306047778,-1.801092884964071,6.9000254809201955,2.553546727717289,1,Low,Poor,1,Low
E01000914,NA,Camden,13.106,Q2,80,8.74,8.74,10,-6.26,23.74,3.74,13.74,completed,measured,3166.7,6.5,Excellent,57.3568030274,19.3916091858423,39.41650029,-0.7591171629521782,-1.0933445522297043,-1.6808966131726457,1.6130324117221533,0.40503636203770005,1.0854627207322642,8.06076105148058,3.6992381246049275,1,Low,Good,3,High
E01000916,NA,Camden,19.491,Q3,80,2.28,2.28,10,-12.72,17.28,-2.72,7.279999999999999,completed,measured,12586.6,6.5,Excellent,63.6600136959,26.8107314517188,56.69306815,-1.383848155898,-0.47660003299868825,-0.2190285178578085,1.6130324117221533,1.2584086697053818,2.8947055086662976,9.440467481384536,4.055137030248614,2,Medium,Good,3,High
E01000917,NA,Camden,34.957,Q5_Most,80,5.27,5.27,10,-9.73,20.27,0.2699999999999996,10.27,completed,measured,22010.7,6.5,Excellent,66.6299572763,7.8314637033786,52.35141441,-1.0946924795964508,1.0173029794409192,1.2434913726990506,1.6130324117221533,-0.9246503143387942,2.440037325699902,9.9993294091571,3.9769004892988584,3,High,Good,3,High
E01000918,NA,Camden,20.684,Q3,80,9.48,9.48,10,-5.52,24.48,4.48,14.48,completed,measured,10647.7,6.5,Excellent,72.4432258092,30.6452294472347,54.54274466,-0.687553550757146,-0.36136491765920464,-0.5199251356569292,1.6130324117221533,1.6994654801896765,2.6695185793216605,9.273193097959245,4.017152898374599,1,Low,Good,3,High
E01000920,NA,Camden,15.017,Q2,80,7.31,7.31,10,-7.69,22.31,2.31,12.31,completed,measured,11986.7,6.5,Excellent,44.0725808992,23.0422450662769,45.90007619,-0.8974090081398757,-0.9087558637018308,-0.3121266049266065,1.6130324117221533,0.8249447358448899,1.7644380260217436,9.391636403098397,3.84801929997117,2,Medium,Good,3,High
E01000921,NA,Camden,15.197,Q2,80,10.63,10.63,10,-4.369999999999999,25.630000000000003,5.630000000000001,15.63,completed,measured,15072.3,5,Very Good,23.7943491486,14.3269746888717,39.36720234,-0.576339829102704,-0.8913691740445744,0.16672563287883296,0.6462057355992847,-0.17751487155658033,1.0803001235532295,9.620680245750526,3.698017631992814,2,Medium,Good,3,High
E01000923,NA,Camden,19.37,Q3,80,13.38,13.38,10,-1.6199999999999992,28.380000000000003,8.38,18.380000000000003,completed,measured,16943.8,5,Very Good,21.4580478901,19.5166852733532,34.71993514,-0.31039397297251675,-0.48828775215717724,0.45716248893693523,0.6462057355992847,0.4194230328065788,0.5936273808339245,9.737716281079788,3.575708940217176,3,High,Good,3,High
E01000924,NA,Camden,13.294,Q2,80,18.65,18.65,10,3.649999999999999,33.65,13.65,23.65,completed,measured,15961.3,4,Good,18.351118918,9.439351926297,28.30730575,0.1992549949569691,-1.0751851208099028,0.30468895910680677,0.0016546181840391264,-0.7397056222187409,-0.07791823919707346,9.6779849708966,3.3778368279456346,2,Medium,Moderate,2,Medium
E01000925,NA,Camden,29.369,Q4,80,20.64,20.64,10,5.640000000000001,35.64,15.64,25.64,completed,measured,18055.6,5,Very Good,20.8128914668,11.2670441739497,25.02492791,0.3917030872111775,0.47754285830342225,0.6297020008607386,0.6462057355992847,-0.5294783345166085,-0.42165656051284983,9.801266547896532,3.2590548444683773,3,High,Good,2,Medium
E01000926,NA,Camden,17.412,Q3,80,12.96,12.96,10,-2.039999999999999,27.96,7.960000000000001,17.96,completed,measured,15896.3,4,Good,17.7920271293,5.2397740348321,36.95231963,-0.35101115827239987,-0.6774162985400011,0.2946016517898008,0.0016546181840391264,-1.2227551458737045,0.8274079309499878,9.673904562467994,3.636330625293843,2,Medium,Moderate,3,High
E01000927,NA,Camden,14.937,Q2,80,7.25,7.25,10,-7.75,22.25,2.25,12.25,completed,measured,15258.4,6,Excellent,30.2625890337,27.1561169949948,36.17884959,-0.9032114631827161,-0.9164832813272782,0.19560636967413778,1.2907568530145304,1.2981360724274171,0.7464083306304689,9.63295098558577,3.615740040179308,2,Medium,Good,3,High
E01000928,NA,Camden,20.295,Q3,80,8.46,8.46,10,-6.539999999999999,23.46,3.460000000000001,13.46,completed,measured,6784.2,5,Very Good,20.9801658562,12.1907822050766,35.04092383,-0.7861952864854336,-0.39893948586294226,-1.1194991636454295,0.6462057355992847,-0.4232268903358279,0.6272420708057378,8.822499048621568,3.5846550658744247,1,Low,Good,3,High
E01000931,NA,Camden,34.552,Q5_Most,80,3.06,3.06,10,-11.94,18.06,-1.94,8.06,completed,measured,13997.3,6,Excellent,26.3954055931,9.1552838081834,30.96432878,-1.308416240341074,0.9781829277120919,-1.0291121011169647e-4,1.2907568530145304,-0.7723800891977238,0.2003314567701514,9.54669117265292,3.4646205554060066,2,Medium,Good,2,Medium
E01000932,NA,Camden,20.043,Q3,80,11.2,11.2,10,-3.8000000000000007,26.2,6.199999999999999,16.2,completed,measured,26626.3,6,Excellent,27.8926552848,8.4277164400042,40.61857788,-0.5212165061957199,-0.4232808513831016,1.9597833058124765,1.2907568530145304,-0.8560673262746064,1.2113471109577088,10.189692284257285,3.728546651232262,3,High,Good,3,High
E01000933,NA,Camden,25.739,Q4,80,20.56,20.56,10,5.559999999999999,35.56,15.56,25.56,completed,measured,16256.9,6,Excellent,28.7973062693,19.7621436565192,36.34953611,0.38396648048739007,0.12691128354874923,0.3505629289976831,1.2907568530145304,0.44765647867418107,0.7642830241349903,9.696334223469542,3.620320491421375,3,High,Good,3,High
E01000934,NA,Camden,35.446,Q5_Most,80,29.99,29.99,10,14.989999999999998,44.99,24.99,34.989999999999995,completed,measured,17370.8,5,Very Good,22.6360061499,1.0371523272162,26.19904366,1.295918998053814,1.0645368196764657,0.5234283385424975,0.6462057355992847,-1.7061547794634837,-0.29870039988528047,9.762603480809256,3.3031818131250166,3,High,Good,2,Medium
E01000935,NA,Camden,32.327,Q5_Most,80,21.81,21.81,10,6.809999999999999,36.81,16.81,26.81,completed,measured,25732.7,4,Good,18.0915522993,51.4880131224281,20.14873873,0.5048509605465661,0.7632641250043376,1.8211061086051454,0.0016546181840391264,4.096872311578071,-0.9323025509669378,10.15555669594791,3.051580269198712,3,High,Moderate,1,Low
E01000936,NA,Camden,21.454,Q3,80,6.29,6.29,10,-8.71,21.29,1.29,11.29,completed,measured,13925.197580645161,4.768421052631579,Very Good,27.016867417076423,25.202716735960895,31.015809504169354,-0.9960507438681633,-0.286988523014274,-0.011292438322910036,0.49694126630312274,1.0734494279549966,0.20572263918993486,9.541527063298238,3.4662298278039785,2,Medium,Good,2,Medium
E01000938,NA,Camden,33.666,Q5_Most,80,10.65,10.65,10,-4.35,25.65,5.65,15.65,completed,measured,16666.7,6.5,Excellent,64.2393957566,6.6015921093377,42.24990454,-0.5744056774217572,0.8926017775102624,0.4141595218978224,1.6130324117221533,-1.066114266910227,1.382183472571116,9.721227993820253,3.7669950262078227,3,High,Good,3,High
E01000939,NA,Camden,39.074,Q5_Most,80,9.33,9.33,10,-5.67,24.33,4.33,14.33,completed,measured,18433.1,6.5,Excellent,75.3192654819,19.0572029865255,38.98035275,-0.7020596883642471,1.4149752089905028,0.6882859779710424,1.6130324117221533,0.3665718402543215,1.0397883253538196,9.821957489297494,3.688388152194911,3,High,Good,3,High
E01000940,NA,Camden,19.688,Q3,80,11.08,11.08,10,-3.92,26.08,6.08,16.08,completed,measured,13925.197580645161,4.768421052631579,Very Good,27.016867417076423,13.9002686568694,31.015809504169354,-0.5328214162814007,-0.45757126709602425,-0.011292438322910036,0.49694126630312274,-0.22659602943159504,0.20572263918993486,9.541527063298238,3.4662298278039785,2,Medium,Good,2,Medium
E01000941,NA,Camden,38.035,Q5_Most,80,10.86,10.86,10,-4.140000000000001,25.86,5.859999999999999,15.86,completed,measured,27534.6,6.5,Excellent,69.5150186129,18.1820226116693,32.9963155,-0.5540970847718157,1.3146153725800052,2.1007417863668842,1.6130324117221533,0.2659056604352364,0.41312588145733214,10.223234991907693,3.5262521510969047,3,High,Good,3,High
E01000942,NA,Camden,15.339,Q2,80,10.61,10.61,10,-4.390000000000001,25.61,5.609999999999999,15.61,completed,measured,13876.7,6.5,Excellent,82.4178472385,19.8964573451714,43.81645344,-0.578273980783651,-0.8776530077594052,-0.018818746016740984,1.6130324117221533,0.4631056892854776,1.5462361549232102,9.538038514278158,3.802575336281634,2,Medium,Good,3,High
E01000943,NA,Camden,19.812,Q3,80,10.07,10.07,10,-4.93,25.07,5.07,15.07,completed,measured,22642.9,6.5,Excellent,69.2965239594,12.8979452170834,39.89904445,-0.6304960761692149,-0.44559376977658066,1.341602075557684,1.6130324117221533,-0.3418866306896045,1.135995879193732,10.027645778965912,3.7111066996951503,3,High,Good,3,High
E01000944,NA,Camden,22.702,Q3,80,18.9,18.9,10,3.899999999999999,33.9,13.9,23.9,completed,measured,25111.5,6.5,Excellent,42.2120618796,78.66784373517217,27.94779025,0.2234318909688043,-0.1664408080572954,1.7247024885232363,1.6130324117221533,7.223187519873656,-0.11556754725388209,10.13112100912319,3.365493871226629,3,High,Good,2,Medium
E01000945,NA,Camden,29.491,Q4,80,9.29,9.29,10,-5.710000000000001,24.29,4.289999999999999,14.29,completed,measured,13925.197580645161,4.768421052631579,Very Good,27.016867417076423,5.7519553032927,31.015809504169354,-0.7059279917261408,0.48932717018222943,-0.011292438322910036,0.49694126630312274,-1.163842339837242,0.20572263918993486,9.541527063298238,3.4662298278039785,2,Medium,Good,2,Medium
E01000946,NA,Camden,14.777,Q2,80,23.97,23.97,10,8.969999999999999,38.97,18.97,28.97,completed,measured,3169.2,6,Excellent,25.7215952936,4.7409067841184,16.36697744,0.7137393420888223,-0.9319381165781729,-1.6805086398142994,1.2907568530145304,-1.2801365289679603,-1.328337480766971,8.061549956363793,2.8545705547487596,1,Low,Good,1,Low
E01000947,NA,Camden,24.682,Q4,80,14.28,14.28,10,-0.7200000000000006,29.28,9.28,19.28,completed,measured,10679.5,6,Excellent,35.5714288259,17.9456964638957,32.74820679,-0.22335714732991016,0.024812778172526025,-0.5149901145387633,1.2907568530145304,0.23872263488848808,0.3871433542662443,9.27617492789773,3.518927283758828,1,Low,Good,3,High
E01000948,NA,Camden,28.939,Q4,80,10.99,10.99,10,-4.01,25.99,5.99,15.99,completed,measured,7778.3,5,Very Good,21.3480532719,6.4220548138814,19.15901345,-0.5415250988456614,0.43600798856664286,-0.9652254374325738,0.6462057355992847,-1.0867652483397472,-1.035948908240355,8.95922163883145,3.0036515059938576,1,Low,Good,1,Low
E01000950,NA,Camden,39.726,Q5_Most,80,11.14,11.14,10,-3.86,26.14,6.140000000000001,16.14,completed,measured,13925.197580645161,4.768421052631579,Very Good,27.016867417076423,14.4362642888937,31.015809504169354,-0.5270189612385602,1.4779536626378986,-0.011292438322910036,0.49694126630312274,-0.16494401548593515,0.20572263918993486,9.541527063298238,3.4662298278039785,2,Medium,Good,2,Medium
E01000951,NA,Camden,34.249,Q5_Most,80,10.39,10.39,10,-4.609999999999999,25.39,5.390000000000001,15.39,completed,measured,31929.5,6,Excellent,38.2972956914,13.0314058458953,22.10521016,-0.5995496492740658,0.9489153334557103,2.7827834314054916,1.2907568530145304,-0.32653554188010697,-0.7274162649169215,10.371316944840842,3.1400581401475582,3,High,Good,1,Low
E01000952,NA,Camden,33.388,Q5_Most,80,21.84,21.84,10,6.84,36.84,16.84,26.84,completed,measured,19436.8,6.5,Excellent,51.2589054919,9.0080300618691,43.06476263,0.5077521880679864,0.865749001261833,0.8440495218799483,1.6130324117221533,-0.7893177086089737,1.4675173267526254,9.874974902886088,3.7856604297221823,3,High,Good,3,High
E01000953,NA,Camden,37.205,Q5_Most,80,9.91,9.91,10,-5.09,24.91,4.91,14.91,completed,measured,13925.197580645161,4.768421052631579,Very Good,27.016867417076423,4.6764900707859995,31.015809504169354,-0.6459692896167895,1.2344434147159893,-0.011292438322910036,0.49694126630312274,-1.2875459552233641,0.20572263918993486,9.541527063298238,3.4662298278039785,2,Medium,Good,2,Medium
E01000954,NA,Camden,34.893,Q5_Most,80,14.36,14.36,10,-0.6400000000000006,29.36,9.36,19.36,completed,measured,31549.5,6.5,Excellent,52.2356991842,1.4604423655381,17.03179701,-0.2156205406061229,1.0111210453405612,2.7238114809368414,1.6130324117221533,-1.657466540630042,-1.25871601300515,10.359344715704323,2.892136700024652,3,High,Good,1,Low
E01000955,NA,Camden,33.231,Q5_Most,80,14.02,14.02,10,-0.9800000000000004,29.02,9.02,19.02,completed,measured,21079.8,6.5,Excellent,66.3741776847,9.3855102405025,44.2943298,-0.24850111918221876,0.8505839441718929,1.0990256129851912,1.6130324117221533,-0.745898673365303,1.5962804903988892,9.956117952599326,3.813181854676648,3,High,Good,3,High
E01000956,NA,Camden,33.601,Q5_Most,80,11.77,11.77,10,-3.2300000000000004,26.77,6.77,16.77,completed,measured,9477.3,6.5,Excellent,80.5523083513,3.131883716196,35.03427395,-0.4660931832887356,0.8863232506895866,-0.701558743100372,1.6130324117221533,-1.4652117547637238,0.6265456797442656,9.156760254273921,3.5844705397066527,1,Low,Good,3,High
E01000957,NA,Camden,26.314,Q4,80,13.77,13.77,10,-1.2300000000000004,28.77,8.77,18.77,completed,measured,11311.1,4,Good,19.5302692152,12.1966289580539,20.83299169,-0.27267801519405394,0.18245209773165194,-0.4169725252861331,0.0016546181840391264,-0.4225543772134131,-0.8606459729339377,9.333628228267012,3.083422206064409,2,Medium,Moderate,1,Low
E01000958,NA,Camden,24.531,Q4,80,16.13,16.13,10,1.129999999999999,31.13,11.13,21.13,completed,measured,12147,6,Excellent,33.275015923,10.9838459790979,39.72105903,-0.044448116842329695,0.010227277404494188,-0.2872497531894365,1.2907568530145304,-0.5620527400065347,1.1173568277280777,9.404919826165639,3.706745379517042,2,Medium,Good,3,High
E01000959,NA,Camden,39.028,Q5_Most,80,13.36,13.36,10,-1.6400000000000006,28.36,8.36,18.36,completed,measured,23101.1,6.5,Excellent,43.6810255057,0.05078479240630842,31.70044797,-0.3123281246534637,1.4105319438558706,1.4127098326754086,1.6130324117221533,-1.8196100790560907,0.2774195882994969,10.047678801468813,3.487388777197751,3,High,Good,2,Medium
E01000961,NA,Camden,22.612,Q3,80,20.69,20.69,10,5.690000000000001,35.69,15.69,25.69,completed,measured,14974.9,6,Excellent,29.8174948351,21.5009879087919,20.02469353,0.3965384664135446,-0.17513415288592396,0.15161019083765795,1.2907568530145304,0.6476641721801366,-0.9452928558293665,9.614197521344652,3.045697629296175,2,Medium,Good,1,Low
E01000962,NA,Camden,6.05,Q1_Least,80,26.91,26.91,10,11.91,41.91,21.91,31.91,completed,measured,16106.5,6,Excellent,29.8072496793,3.7271203436179,28.39492836,0.9980596391880043,-1.7749027867941596,0.32722245175956477,1.2907568530145304,-1.3967456429855614,-0.06874219355611609,9.687040281012797,3.3808221547020736,2,Medium,Good,2,Medium
E01000963,Camden 017C,Camden,8.751,Q1_Least,80,23.98139953613281,18.0938720703125,20.015752831075925,0,65.032958984375,6.5887451171875,41.05072021484375,completed,measured,9963.7,6,Excellent,27.6020495993,12.6607856680583,29.35507896,0.7148417636874868,-1.514005849214994,-0.6260746465004996,1.2907568530145304,-0.36916551684138377,0.03180703372429194,9.20680412682493,3.412963849797924,1,Low,Good,2,Medium
E01000964,Camden 016B,Camden,17.855,Q2,80,6.232681274414063,0.0762939453125,9.427635848871727,0,34.442138671875,0,12.33367919921875,completed,measured,13708.4,6,Excellent,37.481121076,4.9322414393144,22.04090538,-1.0015938993402518,-0.6346257234390863,-0.04493711250061965,1.2907568530145304,-1.2581285756831897,-0.7341504126010829,9.525837007922554,3.137271131062567,2,Medium,Good,1,Low
E01000965,Camden 016C,Camden,17.42,Q2,80,19.140167236328125,11.5966796875,17.075551999195262,0,52.8076171875,3.23486328125,30.1727294921875,completed,measured,15990.7,6,Excellent,28.6734941636,23.0788621531827,25.5895738,0.24665788416142417,-0.6766435567774561,0.30925152580096044,1.2907568530145304,0.8291565559002881,-0.36252551593863563,9.679825116624587,3.2805191765442956,2,Medium,Good,2,Medium
E01000966,Camden 016D,Camden,6.968,Q1_Least,80,25.07118225097656,22.808837890625,16.37185114921616,0,92.779541015625,14.0167236328125,34.49859619140625,completed,measured,12442.2,5,Very Good,24.6409651349,1.3851195679934762,27.16790689,0.8202320171765779,-1.6862306695421514,-0.2414378590358955,0.6462057355992847,-1.6661304212424808,-0.19723876551573427,9.42892956794068,3.3381832763232895,2,Medium,Good,2,Medium
E01000967,Camden 017D,Camden,9.325,Q1_Least,80,39.81842041015625,42.474365234375,17.120549167955758,6.26220703125,72.235107421875,24.16839599609375,54.11376953125,completed,measured,4136,2,Poor,8.0758501088,6.8578530461276,13.90404006,2.2464017909215994,-1.4585616277524092,-1.530471582674586,-1.2874476166464521,-1.0366382751208338,-1.5862620713458166,8.327726166461412,2.7016323211647033,1,Low,Poor,1,Low
E01000968,Camden 016E,Camden,14.268,Q1_Least,80,12.776947021484377,9.033203125,11.857115647455846,0,43.817138671875,2.99072265625,26.361083984375,completed,measured,18046.7,6,Excellent,30.8492544565,6.3061763837089995,28.88290125,-0.36871376957731566,-0.9811038112200815,0.6283208157050257,1.2907568530145304,-1.1000939737362747,-0.01764052573099841,9.800773531819207,3.397286452271249,3,High,Good,2,Medium
E01000970,Camden 010B,Camden,10.284,Q1_Least,80,10.468292236328123,6.4788818359375,11.989910183449584,0,49.078369140625,2.1148681640625,13.751220703125,completed,measured,20465.1,5,Very Good,23.68454007,15.0669924878181,36.39498939,-0.5919781962491096,-1.3659292089673591,1.0036307236349824,0.6462057355992847,-0.09239554420614463,0.7690429984362714,9.926525137787406,3.6215367219158194,3,High,Good,3,High
E01000971,Camden 010C,Camden,7.866,Q1_Least,80,16.843185424804688,15.34423828125,11.616681835967194,0,68.90869140625,8.25042724609375,22.857666015625,completed,measured,16475.7,4,Good,19.3664189255,25.2742161820378,35.89664236,0.02452232256830818,-1.599490406696505,0.3845183573201587,0.0016546181840391264,1.0816735338679355,0.7168549262901037,9.709702540693765,3.608120553952442,3,High,Moderate,3,High
E01000972,Camden 010D,Camden,27.096,Q3,80,6.4699554443359375,0.201416015625,11.65963435497676,0,52.008056640625,0,6.53228759765625,completed,measured,13982.9,6,Excellent,35.4177729539,14.5032276129921,27.61946107,-0.978647687610269,0.2579876050203997,-0.002337637754186806,1.2907568530145304,-0.1572416695254457,-0.1499509505893694,9.54566194684,3.3540869434129226,2,Medium,Good,2,Medium
E01000973,Camden 010E,Camden,20.581,Q2,80,9.5977783203125,4.2510986328125,11.591810308382756,0,52.008056640625,0.6439208984375,14.65301513671875,completed,measured,10883.6,6,Excellent,31.9129805517,13.0845352486334,22.43792615,-0.6761634939465703,-0.37131396785196824,-0.4833159695633646,1.2907568530145304,-0.3204244199178566,-0.6925734645287989,9.295104225175331,3.1543554859653318,1,Low,Good,1,Low
E01000974,Camden 013E,Camden,25.094,Q3,80,20.01983642578125,14.6942138671875,18.10650897869992,0,70.306396484375,6.14471435546875,25.86517333984375,completed,measured,13850.2,6,Excellent,26.8254580149,2.8993737770988,27.05847569,0.3317285662343184,0.06460897894358009,-0.022931263615212645,1.2907568530145304,-1.491955827198768,-0.20869865795382445,9.536127150461509,3.3342907499628316,2,Medium,Good,2,Medium
E01001571,Greenwich 008A,Greenwich,17.934,Q2,50,18.081298828125,17.7276611328125,12.78764880038782,0.537109375,41.07666015625,5.03387451171875,29.541015625,completed,measured,12214.7,2,Poor,8.96896553085,28.3732611520728,24.07644361,0.14425727858004647,-0.626994898533957,-0.27674343464541634,-1.2874476166464521,1.4381360725443013,-0.5209840654403048,9.41047728864014,3.2219289038757584,2,Medium,Poor,1,Low
E01001572,Greenwich 008B,Greenwich,15.488,Q2,80,12.37823486328125,8.746337890625,10.683698073963969,0.23193359375,38.8916015625,4.01458740234375,18.609619140625,completed,measured,10291,4,Good,17.6698313746,18.2466976662708,21.53047576,-0.4072722591274412,-0.8632606924320096,-0.5752811744257912,0.0016546181840391264,0.27334480196922434,-0.7876038019673266,9.239122173401634,3.1148688709544428,1,Low,Moderate,1,Low
E01001573,Greenwich 008C,Greenwich,15.713,Q2,67,12.162484695662313,7.598876953125,12.3314847886061,0.01220703125,41.07666015625,2.4658203125,20.8953857421875,completed,measured,11382.1,2,Poor,8.28235780964,14.0700636850005,20.82999199,-0.4281369365956775,-0.841527330360439,-0.4059540819090958,-1.2874476166464521,-0.20706563624031674,-0.8609601085675279,9.339885078316938,3.083284803635537,2,Medium,Poor,1,Low
E01001574,Greenwich 008D,Greenwich,39.32,Q5_Most,80,22.461700439453125,19.9310302734375,15.618650588007668,0.01220703125,50.079345703125,6.9915771484375,36.651611328125,completed,measured,1913.9,2,Poor,5.0480888454,12.3199092417126,9.1906277,0.5678753355686682,1.4387370181887535,-1.8753178225071852,-1.2874476166464521,-0.40837426582212016,-2.0798616906679572,7.557420680930122,2.3214684449449137,1,Low,Poor,1,Low
E01001575,Greenwich 003A,Greenwich,47.53,Q5_Most,80,18.37554931640625,19.0765380859375,12.044262301381844,0.2197265625,37.744140625,6.34307861328125,29.13055419921875,completed,measured,8299.8,3,Moderate,14.462087442,24.554502349521695,15.381308,0.17271353240647652,2.2317632520002872,-0.8842941948815184,-0.6428964992312065,0.9988896367835732,-1.4315591009439648,9.02410717468207,2.7961409287166576,1,Low,Moderate,1,Low
E01001576,Greenwich 003B,Greenwich,39.498,Q5_Most,80,18.803863525390625,19.6044921875,5.7794736838843015,1.397705078125,32.720947265625,15.11383056640625,23.50311279296875,completed,measured,8370.3,2,Poor,5.17892295657,27.7746772988915,18.02330576,0.21413476477050328,1.4559305224053736,-0.8733533461761505,-1.2874476166464521,1.36928495164131,-1.1548828865620029,9.032564468030076,2.94566484643141,1,Low,Poor,1,Low
E01001577,Greenwich 003C,Greenwich,33.562,Q4,80,4.8675537109375,3.5888671875,4.770765756370691,0.06103515625,19.88525390625,1.69219970703125,5.5877685546875,completed,measured,9554.7,4,Good,17.8654371045,26.0287229793391,18.29546039,-1.133612087920503,0.8825561345971809,-0.6895470879259679,0.0016546181840391264,1.1684594343679717,-1.1263822141182371,9.164893114064245,2.9598698552905667,1,Low,Moderate,1,Low
E01001578,Greenwich 003D,Greenwich,26.804,Q3,80,4.0008544921875,2.6153564453125,5.54681945826702,0,31.072998046875,0.36773681640625,4.41131591796875,completed,measured,8484.2,4,Good,18.5427895477,8.038137802065199,23.78538374,-1.2174284754615332,0.22978253068751675,-0.855677279969889,0.0016546181840391264,-0.9008779668547103,-0.5514645390460453,9.046078748398196,3.210254114104345,1,Low,Moderate,1,Low
E01001579,Greenwich 003E,Greenwich,37.671,Q5_Most,58,8.468522696659482,4.290771484375,10.06288850161186,0,37.152099609375,1.251220703125,12.40997314453125,completed,measured,6864.6,1.5,Very Poor,4.98809075273,14.9402898745314,34.39322258,-0.7853710770819268,1.2794556223842202,-1.1070219404410098,-1.609723175354075,-0.10696930342093804,0.5594132737440538,8.83427871423726,3.5665203492679782,1,Low,Poor,3,High
